# Residuals   
# Time        	p             	Ux            	Uy            	Uz            	k             	epsilon       
750           	1.141201e-02	1.417481e-05	1.170451e-07	1.831233e-04	7.812747e-08	4.355112e-05
751           	1.142959e-02	1.413478e-05	1.172004e-07	1.830507e-04	8.346699e-08	3.118502e-05
752           	1.144059e-02	1.419224e-05	1.170855e-07	1.834586e-04	8.088509e-08	4.127569e-05
753           	1.143248e-02	1.417105e-05	1.172796e-07	1.834682e-04	8.681251e-08	3.353788e-05
754           	1.144534e-02	1.422223e-05	1.172701e-07	1.833725e-04	8.031759e-08	4.599692e-05
755           	1.144634e-02	1.417700e-05	1.174235e-07	1.830510e-04	7.976224e-08	3.692369e-05
756           	1.147349e-02	1.417901e-05	1.174384e-07	1.828435e-04	8.422579e-08	3.044680e-05
757           	1.147283e-02	1.417528e-05	1.174454e-07	1.833067e-04	8.399779e-08	3.368841e-05
758           	1.145734e-02	1.424076e-05	1.174475e-07	1.836393e-04	8.591912e-08	3.862745e-05
759           	1.146272e-02	1.422802e-05	1.175649e-07	1.837373e-04	7.796075e-08	4.360151e-05
760           	1.145765e-02	1.425863e-05	1.176123e-07	1.836181e-04	8.227289e-08	2.828972e-05
761           	1.147882e-02	1.423037e-05	1.175991e-07	1.836141e-04	8.155144e-08	3.671672e-05
762           	1.149658e-02	1.426076e-05	1.175928e-07	1.839850e-04	8.617119e-08	3.318794e-05
763           	1.147670e-02	1.426400e-05	1.175698e-07	1.839458e-04	8.286348e-08	4.313699e-05
764           	1.148753e-02	1.428153e-05	1.177283e-07	1.837975e-04	7.911224e-08	4.410455e-05
765           	1.148093e-02	1.427711e-05	1.176376e-07	1.834138e-04	8.396380e-08	3.124911e-05
766           	1.151657e-02	1.427109e-05	1.179418e-07	1.831848e-04	8.276260e-08	3.487093e-05
767           	1.151504e-02	1.427189e-05	1.176710e-07	1.836409e-04	8.679916e-08	3.695662e-05
768           	1.148596e-02	1.430500e-05	1.179543e-07	1.836418e-04	7.796801e-08	4.541656e-05
769           	1.147762e-02	1.426168e-05	1.175562e-07	1.838208e-04	8.112825e-08	3.003043e-05
770           	1.147631e-02	1.427762e-05	1.177105e-07	1.836653e-04	8.243834e-08	3.314812e-05
771           	1.147468e-02	1.424564e-05	1.174716e-07	1.835948e-04	8.571905e-08	3.266378e-05
772           	1.147233e-02	1.428875e-05	1.176316e-07	1.840617e-04	8.403696e-08	4.369800e-05
773           	1.144727e-02	1.428854e-05	1.175061e-07	1.838519e-04	7.833817e-08	4.362328e-05
774           	1.146449e-02	1.428097e-05	1.176280e-07	1.834837e-04	8.386450e-08	3.119270e-05
775           	1.146822e-02	1.431694e-05	1.176372e-07	1.832407e-04	8.130575e-08	4.106347e-05
776           	1.148781e-02	1.425643e-05	1.175713e-07	1.828410e-04	8.774750e-08	3.430730e-05
777           	1.145640e-02	1.430179e-05	1.175328e-07	1.834215e-04	7.897895e-08	4.747494e-05
778           	1.145073e-02	1.428292e-05	1.174378e-07	1.834358e-04	8.049946e-08	3.219185e-05
779           	1.144466e-02	1.427606e-05	1.174268e-07	1.836426e-04	8.400444e-08	3.159426e-05
780           	1.144225e-02	1.427569e-05	1.172905e-07	1.834335e-04	8.438796e-08	3.372712e-05
781           	1.144232e-02	1.426369e-05	1.172706e-07	1.832366e-04	8.567019e-08	3.852516e-05
782           	1.144536e-02	1.430440e-05	1.171130e-07	1.836911e-04	7.810697e-08	4.394374e-05
783           	1.141120e-02	1.430168e-05	1.173222e-07	1.835702e-04	8.282788e-08	3.015597e-05
784           	1.145525e-02	1.428589e-05	1.171104e-07	1.833261e-04	8.150546e-08	3.884756e-05
785           	1.142992e-02	1.430348e-05	1.172931e-07	1.830871e-04	8.707717e-08	3.273267e-05
786           	1.144949e-02	1.426363e-05	1.171038e-07	1.827896e-04	8.272740e-08	4.514545e-05
787           	1.141435e-02	1.430181e-05	1.172988e-07	1.834028e-04	7.947757e-08	4.145010e-05
788           	1.139771e-02	1.429514e-05	1.169323e-07	1.832737e-04	8.421817e-08	2.879336e-05
789           	1.139918e-02	1.427058e-05	1.169670e-07	1.835503e-04	8.306204e-08	3.233532e-05
790           	1.139196e-02	1.428752e-05	1.169049e-07	1.830729e-04	8.640800e-08	3.648291e-05
791           	1.139829e-02	1.424711e-05	1.168028e-07	1.832205e-04	7.789338e-08	4.552039e-05
792           	1.138150e-02	1.428158e-05	1.167454e-07	1.833412e-04	8.152538e-08	3.056800e-05
793           	1.136952e-02	1.427434e-05	1.165900e-07	1.832101e-04	8.228071e-08	3.431296e-05
794           	1.139602e-02	1.427761e-05	1.167263e-07	1.831538e-04	8.591883e-08	3.304829e-05
795           	1.139637e-02	1.427371e-05	1.165799e-07	1.826934e-04	8.391566e-08	4.293038e-05
796           	1.140136e-02	1.427321e-05	1.168050e-07	1.829122e-04	7.931480e-08	4.250488e-05
797           	1.137762e-02	1.427104e-05	1.166445e-07	1.827829e-04	8.428865e-08	3.239356e-05
798           	1.136627e-02	1.429984e-05	1.166362e-07	1.830136e-04	8.197437e-08	3.920369e-05
799           	1.135934e-02	1.425312e-05	1.164818e-07	1.829905e-04	8.739598e-08	3.544448e-05
800           	1.136886e-02	1.429026e-05	1.164007e-07	1.830181e-04	7.794203e-08	4.620804e-05
